step,mode,loss,angle_error(rad),distance(m),x(m),y(m),the(rad),direction
1,training,0.024437128,0.15632373839616776,0.029507354899432358,20.2605928861,0.986008614141,-1.54806394296,[  0   0 100   0]
2,training,0.0036790096,0.06127489265054464,0.028327212080053496,20.2607820029,0.975608469561,-1.55867717775,[  0   0 100   0]
3,training,0,0.0025856047868728672,0.027900884402736643,20.2607653831,0.96158373654,-1.58845982417,[  0   0 100   0]
4,training,0,0.022330835461616516,0.02800021279021804,20.2602483928,0.945049528481,-1.61399626382,[  0   0 100   0]
5,training,0,0.012848500162363052,0.030541738486379484,20.2583833366,0.906842339008,-1.62682085873,[  0   0 100   0]
6,training,0,0.016107790172100074,0.031030531389655218,20.2560582677,0.867122709075,-1.62899162439,[  0   0 100   0]
7,training,0.002344613,0.051698606461286545,0.03475357295535746,20.252823537,0.807994248228,-1.6191913584,[  0   0 100   0]
8,training,0,0.017642315477132797,0.030555609759355323,20.2556485311,0.790262559036,-1.61401356762,[  0   0 100   0]
9,training,0.0010768699,0.06538606062531471,0.031082291470938234,20.2559832169,0.732747439917,-1.60664861509,[  0   0 100   0]
10,training,0.003388588,0.07448749244213104,0.029414817656411654,20.2559913628,0.71537278729,-1.58219777033,[  0   0 100   0]
11,training,0,0.03069606702774763,0.05607815755629705,20.2543188613,0.658979106939,-1.55185408452,[  0   0 100   0]
12,training,0.0034864603,0.07030901871621609,0.09064870605907252,20.2485961351,0.621870093891,-1.5289510068,[  0   0 100   0]
13,training,0,0.03353311796672642,0.08812182115115992,20.2503219669,0.606866011464,-1.51009135816,[  0   0 100   0]
14,training,0.004140475,0.08376921154558659,0.08251558302747168,20.254145509,0.570698881959,-1.5270820874,[  0   0 100   0]
15,training,0.00325754,0.11037885956466198,0.08003364560629242,20.2557210776,0.53227703219,-1.53492910222,[  0   0 100   0]
16,training,0.002842484,0.09945682995021343,0.0782701784037115,20.2568961131,0.472221961226,-1.57000938802,[  0   0 100   0]
17,training,0.0033548784,0.10439050942659378,0.08883195511880213,20.2564862887,0.432555256467,-1.5876605013,[  0   0 100   0]
18,training,0.0032990626,0.0651383213698864,0.10045667272199682,20.2556528248,0.392547908555,-1.59532612886,[  0   0 100   0]
19,training,0.003202844,0.05053047090768814,0.09827746161667712,20.2543406928,0.356479477918,-1.6229132278,[  0   0 100   0]
20,training,0.0027878247,0.1380547434091568,0.09664651983115664,20.2570013132,0.317465660512,-1.62283575757,[  0   0 100   0]
21,training,0.0035653913,0.13223093375563622,0.09175707161388072,20.2552144761,0.277645244239,-1.62754761232,[  0   0 100   0]
22,training,0.0016430697,0.14026333391666415,0.09143058518616576,20.254022086,0.257667360937,-1.63238561316,[  0   0 100   0]
23,training,0.0029583317,0.10041826963424683,0.10303528786096389,20.2515660381,0.217894862087,-1.63036949006,[  0   0 100   0]
24,training,0,0.04146329313516617,0.11560935699883546,20.249468723,0.17858628336,-1.62030763913,[  0   0 100   0]
25,training,0.0054374808,0.05664968490600587,0.11576410706732806,20.2475622059,0.138709003681,-1.61655590024,[  0   0 100   0]
26,training,0.0035422952,0.06250479072332381,0.11562428304362406,20.2458697104,0.0988510432057,-1.60940834358,[  0   0 100   0]
27,training,0,0.03605792671442032,0.11600644483166564,20.2444592178,0.0588751763134,-1.60357611027,[  0   0 100   0]
28,training,0,0.010002568364143372,0.11505768895198007,20.2432812928,0.0189788801678,-1.59562580813,[  0   0 100   0]
29,training,0,0.0008175224065780362,0.11714547141096754,20.2426746311,-0.0203212983559,-1.57456424963,[  0   0 100   0]
30,training,0,0.01600791513919829,0.11926367272459318,20.2429382658,-0.0587211878058,-1.56355680615,[  0   0 100   0]
31,training,0,0.022260583937168135,0.11601399699956932,20.2461071689,-0.0980574651089,-1.54303643525,[  0   0 100   0]
32,training,0,0.04831665009260179,0.11425271944217139,20.2478199345,-0.135693468253,-1.52835472592,[  0   0 100   0]
33,training,0,0.0487094521522522,0.11162300860881677,20.249619811,-0.174773880639,-1.51978689511,[  0   0 100   0]
34,training,0.00079239433,0.07285256683826447,0.10889287204222384,20.2539510078,-0.230891110625,-1.48143054724,[  0   0 100   0]
35,training,0,0.006682131439447403,0.10660673272673857,20.2557587627,-0.249887114267,-1.472406397,[  0   0 100   0]
36,training,0,0.02604764513671398,0.10400042116814853,20.2597217351,-0.289057669372,-1.46767272188,[  0   0 100   0]
37,training,0,0.03838624060153961,0.09933756369350781,20.2638805198,-0.328623878531,-1.46322443621,[  0   0 100   0]
38,training,0,0.02717571146786213,0.09492383648198745,20.2681159203,-0.366653466542,-1.44838389371,[  0   0 100   0]
39,training,0.0015104106,0.05198324099183083,0.08781926897230724,20.273086001,-0.403079305507,-1.43049683654,[  0   0 100   0]
40,training,0,0.03323553130030632,0.08279583466668515,20.2796522672,-0.456923516869,-1.45090785786,[  0   0 100   0]
41,training,0,0.0038861632347107072,0.07880435676714587,20.2820568805,-0.476838972073,-1.45129214605,[  0   0 100   0]
42,training,0,0.016598112881183624,0.0751671177469683,20.2863132598,-0.514344753297,-1.46401489005,[  0   0 100   0]
43,training,0,0.007719729095697403,0.0717700587167245,20.2898902579,-0.552297825696,-1.48040437751,[  0   0 100   0]
44,training,0,0.0069385021924972465,0.06826862861310626,20.2931740198,-0.588548419746,-1.48275499309,[  0   0 100   0]
45,training,0,0.011881202459335341,0.06564789216298494,20.296321176,-0.627822690387,-1.49771401634,[  0   0 100   0]
46,training,0,0.003229685127735138,0.062455056980232286,20.3004922562,-0.683032739113,-1.48313728293,[  0   0 100   0]
47,training,0,0.010899864137172713,0.06448389538810938,20.3038126413,-0.722554079175,-1.49435097899,[  0   0 100   0]
48,training,0,0.0006958469748497148,0.06683916092558083,20.3052597397,-0.742555340809,-1.50315341488,[  0   0 100   0]
49,training,0,0.006577603518962846,0.06139428483728466,20.310788063,-0.781568777101,-1.52443799198,[  0   0 100   0]
50,training,0,0.003634907305240631,0.05788165777169472,20.3130427734,-0.840870441428,-1.54122744862,[  0   0 100   0]
51,training,0.0023016266,0.07406734675168991,0.055518734004438436,20.3139671864,-0.880782128978,-1.5533677575,[  0   0 100   0]
52,training,0.0042019067,0.09836477786302567,0.054207030051474994,20.3133829983,-0.92004538038,-1.57162269524,[  0   0 100   0]
