step,mode,loss,angle_error(rad),distance(m),x(m),y(m),the(rad),direction
83,training,0.023942403,0.16856499761343002,0.015768985943689234,20.1318004116,-2.17853190667,-1.49044384727,[  0   0 100   0]
84,training,0.07368548,0.19120126217603683,0.012229370999798275,20.1382166846,-2.23392672578,-1.46579970334,[  0   0 100   0]
85,training,0.023559785,0.08641614019870757,0.009946117018823268,20.1483868929,-2.28444880011,-1.45241055435,[  0   0 100   0]
86,training,0.016763363,0.2242472618818283,0.003104401573946546,20.1483868929,-2.28444880011,-1.45241055435,[  0   0 100   0]
87,training,0.033354927,0.24839255958795547,0.009623850394393792,20.153165185,-2.32267239722,-1.43372335373,[  0   0 100   0]
88,training,0.03642511,0.12354760989546774,0.010471021312426774,20.16506273,-2.39575493608,-1.40124555039,[  0   0 100   0]
89,training,0.05410428,0.10318218916654584,0.02647557133110886,20.168386625,-2.41502824364,-1.39864660626,[  0   0 100   0]
90,training,0.040436827,0.19345374405384064,0.03581384529252623,20.1722280042,-2.43346118216,-1.38554035872,[  0   0 100   0]
91,training,0.00737867,0.06192308012396097,0.03678209277624507,20.1890917908,-2.50763516441,-1.35296002914,[  0   0 100   0]
92,training,0,0.010886922478675842,0.05031897815495401,20.1971756771,-2.54433275478,-1.33826047566,[  0   0 100   0]
93,training,0.015836377,0.16779965255409476,0.057165661686439176,20.1971756771,-2.54433275478,-1.33826047566,[  0   0 100   0]
94,training,0.04908979,0.2768269181251526,0.06014297160659625,20.2017621159,-2.56343592093,-1.33398854717,[  0   0 100   0]
95,training,0.010675713,0.23641833290457723,0.06489036601106334,20.2087612288,-2.5804918569,-1.31405730955,[  0   0 100   0]
96,training,0.036045548,0.1495676920749247,0.07045065737805568,20.2180347586,-2.61411767473,-1.30641329369,[  0   0 100   0]
97,training,0.043163132,0.10683131217956546,0.07805285395295547,20.226554999,-2.64548396844,-1.31242799043,[  0   0 100   0]
98,training,0.056632906,0.06388871744275092,0.08298266514599117,20.236747112,-2.68355916232,-1.31806516012,[  0   0 100   0]
99,training,0.021425141,0.10810473188757896,0.09074002623682294,20.2467522968,-2.73253800957,-1.37948356206,[  0   0 100   0]
100,training,0,0.02122186683118343,0.09753625724979148,20.253894308,-2.76900883547,-1.37731978904,[  0   0 100   0]
101,training,0.025761422,0.2962023690342903,0.10567489675185537,20.260599022,-2.78245169808,-1.33407600157,[  0   0 100   0]
102,training,0.009986601,0.2971757221966982,0.11793570231166835,20.2724201122,-2.80003567633,-1.22269681865,[  0   0 100   0]
103,training,0.024248492,0.06325669214129447,0.12717201511405532,20.2822208268,-2.82248270233,-1.15233389201,[  0   0 100   0]
104,training,0.07304878,0.24370217323303223,0.14040096491417758,20.2985820443,-2.85833325933,-1.1334069999,[  0   0 100   0]
105,training,0.049331293,0.3079760745167732,0.14946631749670858,20.3157629512,-2.89398778029,-1.1054901359,[  0   0 100   0]
106,training,0.021974066,0.16814745590090752,0.1645476632640522,20.3426575412,-2.94645112558,-1.07771451892,[  0   0 100   0]
107,training,0.01958641,0.17072054743766785,0.1787423900621134,20.3586937564,-2.97338310079,-1.03545857585,[  0   0 100   0]
108,training,0.007341571,0.13632747530937195,0.1924413617605193,20.3807129733,-3.00503031566,-1.01562240012,[  0   0 100   0]
109,training,0.010800728,0.2275465428829193,0.2127141871997975,20.3912616,-3.02196182036,-1.01161827514,[  0   0 100   0]
110,training,0.0076101674,0.09818209894001484,0.22295641447781814,20.4123640507,-3.05549316345,-1.01987484265,[  0   0 100   0]
111,training,0,0.0055124592036008835,0.22927007917698186,20.4291317601,-3.08902805319,-1.05108316339,[  0   0 100   0]
112,training,0.007300947,0.0922158882021904,0.2209011782164705,20.4437729034,-3.11681804035,-1.11062561562,[  0   0 100   0]
113,training,0.0277952,0.06041302531957629,0.21835482073462156,20.4602281631,-3.15071679863,-1.12078567556,[  0   0 100   0]
114,training,0.017813144,0.2215405609458685,0.21288344887898097,20.4774445078,-3.18647942255,-1.11446602663,[  0   0 100   0]
115,training,0.017531674,0.2932979539036751,0.20733626849236336,20.4925256104,-3.21536618178,-1.10392657467,[  0   0 100   0]
116,training,0.015414128,0.2964566722512245,0.1976196724942424,20.5091306787,-3.2480561376,-1.04578748637,[  0   0 100   0]
117,training,0.043294296,0.2569651547819376,0.18964469133551456,20.5294858976,-3.28171530956,-1.00715896502,[  0   0 100   0]
118,training,0.012295424,0.1478400751948356,0.18225116727022717,20.5508420314,-3.31412633303,-0.964216949529,[  0   0 100   0]
119,training,0.04453843,0.05039574205875397,0.15339132337002628,20.5739729055,-3.34580700226,-0.912422470176,[  0   0 100   0]
120,training,0,0.005097329616546631,0.14535466988977333,20.6089977971,-3.38825913517,-0.844410510036,[  0   0 100   0]
121,training,0.05334443,0.3357570469379425,0.1373287186930552,20.6317964575,-3.41329915607,-0.829996266664,[  0   0 100   0]
122,training,0.012227814,0.2942496007308364,0.12902547639457154,20.6451096479,-3.42755745617,-0.807758447198,[  0   0 100   0]
123,training,0.019749671,0.10012920200824738,0.12233548192191315,20.6714631476,-3.45367152377,-0.756426773523,[  0   0 100   0]
124,training,0.019408058,0.06085711717605591,0.10445102402660039,20.6983169122,-3.47835682917,-0.724673589572,[  0   0 100   0]
125,training,0.024547439,0.07217691838741302,0.09474015263884192,20.7422360002,-3.5152967616,-0.670542662685,[  0   0 100   0]
126,training,0.009761175,0.12871219962835312,0.08459433409717343,20.7720583525,-3.53796299745,-0.642100487908,[  0   0 100   0]
127,training,0.03317137,0.16914919763803482,0.07650743374961912,20.7991964028,-3.5569528456,-0.592644107636,[  0   0 100   0]
128,training,0.03964533,0.24905515462160105,0.06753802357008838,20.83155793,-3.57889537093,-0.59694722402,[  0   0 100   0]
129,training,0.008688783,0.20905628055334097,0.05902428368986026,20.8481285551,-3.59008194655,-0.58868705785,[  0   0 100   0]
130,training,0.020359429,0.0867410153150559,0.03103827660643807,20.8816516858,-3.61180227969,-0.555776632609,[  0   0 100   0]
131,training,0.01983706,0.07164853811264044,0.017603187109851707,20.913901722,-3.63153943771,-0.529017705998,[  0   0 100   0]
132,training,0.014435158,0.1492880955338478,0.005586475407643933,20.9487183248,-3.64702336286,-0.490453370801,[  0   0 100   0]
133,training,0.02058439,0.20500681921839714,0.009413446344689698,21.0013650924,-3.66655891601,-0.447804056777,[  0   0 100   0]
134,training,0.030033877,0.1560879349708557,0.012198930954992082,21.018924602,-3.67500274238,-0.441220061557,[  0   0 100   0]
135,training,0,0.018295690417289706,0.019063377722075173,21.0696188765,-3.69765987088,-0.399072715237,[  0   0 100   0]
136,training,0,0.0024328529834747314,0.029475774631525984,21.1065401612,-3.71218505429,-0.353075821219,[  0   0 100   0]
137,training,0.01734596,0.15455107390880587,0.03895598068105707,21.1241444233,-3.71821239499,-0.326451605356,[  0   0 100   0]
138,training,0.038795855,0.13933295756578445,0.04615457750581249,21.1584519233,-3.72941510629,-0.304829758811,[  0   0 100   0]
139,training,0,0.031105875968933105,0.06236078019127205,21.1878961183,-3.74908087018,-0.268609069253,[  0   0 100   0]
140,training,0.010940468,0.5412404388189316,0.08599451210844551,21.2163995308,-3.7723359568,-0.266471977459,[100   0   0   0]
141,training,0.011509364,0.5855431109666824,0.09765995266660353,21.2524566969,-3.78238340751,-0.230497893431,[100   0   0   0]
142,training,0.011105913,0.6490453034639359,0.04555018628412815,21.2908644528,-3.79067838691,-0.196469781408,[100   0   0   0]
143,training,0.020838208,0.6547479033470154,0.053514756250959056,21.3291533842,-3.7975022504,-0.152466466999,[100   0   0   0]
144,training,0.011662759,0.6172769069671631,0.061396348262750394,21.3667747546,-3.80285206938,-0.13140958476,[100   0   0   0]
145,training,0.019179981,0.552840992808342,0.06261051014936261,21.3982494316,-3.80292355436,-0.0577049561101,[100   0   0   0]
146,training,0.015090034,0.5223648622632027,0.06663549254060373,21.4697548344,-3.80547072759,-0.0087406479421,[100   0   0   0]
147,training,0,0.02150227129459381,0.06938398866051408,21.4840842452,-3.80540749856,0.0348762866178,[100   0   0   0]
148,training,0.0079047615,1.0991844460368156,0.07188317271703798,21.5189998304,-3.80401274251,0.0601868018716,[100   0   0   0]
149,training,0.026947193,1.5952021107077599,0.07273889470045111,21.5740053119,-3.79980199844,0.106797804545,[100   0   0   0]
150,training,0.033450905,2.684663765132427,0.07006703304474658,21.6303409113,-3.79322917894,0.125639720989,[100   0   0   0]
151,training,0.6298212,2.3225406110286713,0.06629736353593063,21.6501933429,-3.79062944394,0.133549719014,[100   0   0   0]
152,training,0.023758879,0.979317843914032,0.06377798508862416,21.6897501912,-3.78520082835,0.139191990639,[100   0   0   0]
153,training,0.9674335,2.6394157642498612,0.05815550285607797,21.7276882754,-3.77400784507,0.148552793873,[100   0   0   0]
154,training,0.019403866,1.7472049966454506,0.04852816954108257,21.7472466263,-3.76980898822,0.148127266622,[100   0   0   0]
155,training,0.02498431,1.0764238853007555,0.04584457980170711,21.7810010791,-3.76290129284,0.170598663945,[100   0   0   0]
156,training,0.08733383,0.08944005705416203,0.036213474189584635,21.8107713348,-3.75169667015,0.145904435099,[100   0   0   0]
157,training,0.075663134,0.9012614749372005,0.03234360616400431,21.8482063938,-3.74592509251,0.179403429515,[100   0   0   0]
158,training,0.059834052,1.8056935193017125,0.02572911813333277,21.9022052775,-3.73315394008,0.226345180084,[100   0   0   0]
159,training,0.0069359434,1.8217919170856476,0.020403505484158566,21.9217059026,-3.72869264875,0.222684055458,[100   0   0   0]
160,training,0.19253306,1.414543479681015,0.019395328095011016,21.9412294048,-3.72427482501,0.219780830624,[100   0   0   0]
161,training,0.14737159,1.1612601354718208,0.015910911575638897,21.9804684139,-3.71602711575,0.194629887094,[100   0   0   0]
162,training,0.05669972,1.0399346426129341,0.006902282677172342,22.038779713,-3.70547328308,0.164758043954,[100   0   0   0]
163,training,0.034826383,0.9512103572487831,0.011752467091833207,22.0580589663,-3.70253568157,0.15175403979,[100   0   0   0]
164,training,0.11379761,0.8083697408437729,0.002180693761227365,22.1121297599,-3.69529395905,0.0823137148978,[100   0   0   0]
165,training,0.056225114,0.11696628108620644,0.012430286651610714,22.1637315509,-3.68412164017,0.100917443224,[100   0   0   0]
166,training,0.062431924,0.6580914482474327,0.011538456362550088,22.2010426349,-3.68004954431,0.0569193117693,[100   0   0   0]
167,training,0.07726824,0.47633714973926544,0.008319325953374758,22.220934352,-3.6793275589,0.0153256950774,[100   0   0   0]
168,training,0.10382874,0.5924898004159331,0.003983116612952834,22.3006926284,-3.68060314688,-0.0386521979878,[100   0   0   0]
169,training,0.15276408,0.8059158101677895,0.002180709500891543,22.3395370672,-3.6823011047,-0.0471144720141,[100   0   0   0]
170,training,0.051039528,0.27086757868528366,0.008005768854604333,22.398500885,-3.68508489016,-0.0408690840767,[100   0   0   0]
171,training,0.085969284,0.2882211208343506,0.014645571168081108,22.4366630617,-3.68666265688,-0.0388651519305,[100   0   0   0]
172,training,0.12226277,0.42085205018520355,0.015813284605676596,22.476082842,-3.68725263302,0.0231445224803,[100   0   0   0]
173,training,0.22757548,0.8564063459634781,0.018568072455392593,22.514235241,-3.68577572718,0.0426561623041,[100   0   0   0]
174,training,0.047883987,0.5541421789675951,0.01858637807351752,22.5341880733,-3.68485486688,0.0500588400279,[100   0   0   0]
175,training,0,0.04553278908133507,0.015705162339762088,22.5722962798,-3.6792296328,0.0718700334537,[100   0   0   0]
176,training,0.036514856,0.05366125516593456,0.013302334624166832,22.6121587533,-3.67585078576,0.0787242280859,[100   0   0   0]
177,training,0.039450563,0.07916859537363052,0.014371373183759828,22.6498901353,-3.66579952688,0.0694104937271,[100   0   0   0]
178,training,0.039214466,0.2557473350316286,0.0036089259898005113,22.707752459,-3.66276803202,0.0572051210625,[100   0   0   0]
179,training,0.031438656,0.1690380536019802,0.009198452833454746,22.7676094467,-3.66110537963,-0.0114595104638,[100   0   0   0]
180,training,0,0.010991541668772697,0.0070450050434876415,22.8061399909,-3.66252091745,-0.0584509154179,[100   0   0   0]
181,training,0,0.04281586408615113,0.007280891681191011,22.8227859052,-3.66435461099,-0.0877475582731,[100   0   0   0]
182,training,0.026937116,0.052569493651390076,0.011806853020352313,22.8597433197,-3.66784559703,-0.0892573087758,[100   0   0   0]
183,training,0,0.017771467566490173,0.0163036109206415,22.8995530986,-3.67095114076,-0.063702218474,[100   0   0   0]
184,training,0.026735881,0.07510082423686978,0.01916568101579887,22.9170168664,-3.67209986195,-0.0667154227465,[100   0   0   0]
185,training,0.0062346617,0.1180863752961159,0.022807522511094906,22.9551652025,-3.67441910647,-0.0546375860064,[100   0   0   0]
186,training,0.010131262,0.12960377801209688,0.024354288573272077,22.9743806482,-3.67539341361,-0.0473625740767,[100   0   0   0]
187,training,0.03231988,0.1374188661575317,0.02672228253727649,22.9943635618,-3.67632177339,-0.0456429262701,[100   0   0   0]
188,training,0.018755533,0.11311295628547668,0.029072137099392003,23.0143276958,-3.67722680213,-0.0452047785975,[100   0   0   0]
189,training,0.015520498,0.14184740302152932,0.033746014549513585,23.0541813765,-3.67898882391,-0.0434137006077,[100   0   0   0]
190,training,0.010862604,0.14661729615181684,0.033508156606499154,23.0932408652,-3.68069937296,-0.048483667276,[100   0   0   0]
191,training,0.0061477157,0.15187977068126204,0.03785022281049414,23.1325157038,-3.68193986238,-0.0514180224171,[100   0   0   0]
192,training,0.022747092,0.13194099627435205,0.03581599862374657,23.1705078701,-3.6790915045,-0.0400308395485,[100   0   0   0]
193,training,0.006688444,0.11646258644759655,0.03862724421812277,23.2304355224,-3.68129288065,-0.0341263824514,[100   0   0   0]
194,training,0.006013471,0.1114115230739117,0.04270840818185239,23.2703420426,-3.68253656019,-0.0272330250535,[100   0   0   0]
195,training,0.008947685,0.06155833601951599,0.04414396920663209,23.2891198116,-3.68310191542,-0.0309274939381,[100   0   0   0]
196,training,0,0.03685993701219559,0.045407682320170825,23.3275679851,-3.68425380859,-0.0267766193648,[100   0   0   0]
197,training,0.0067877434,0.07128776609897614,0.04411894181685099,23.3740490753,-3.68199040986,0.0645717893441,[100   0   0   0]
198,training,0.015336883,0.11170338653028011,0.04374181669416907,23.4224564984,-3.67902447448,0.0649924600881,[100   0   0   0]
199,training,0.005942664,0.052100569009780884,0.042954167961133695,23.4544271042,-3.67680768191,0.122560256661,[100   0   0   0]
200,training,0.025226567,0.20231860503554344,0.042488975228301536,23.4687006614,-3.67626130949,0.100547058715,[100   0   0   0]
201,training,0.00907657,0.102793681435287,0.04215555725221446,23.4986730318,-3.67446455696,0.0631799325389,[100   0   0   0]
202,training,0,0.045698653906583786,0.032975253065189135,23.5182789131,-3.67308460386,0.0782348730573,[100   0   0   0]
203,training,0.030131904,0.059778644470497966,0.031237356005223198,23.5765177576,-3.6684252278,0.0756918221245,[100   0   0   0]
204,training,0.012700919,0.061653101816773415,0.029277965185138324,23.6304513343,-3.66440761922,0.070291885501,[100   0   0   0]
205,training,0.016601851,0.05557377636432648,0.030177595931300195,23.662807708,-3.66370706382,0.0252018629322,[100   0   0   0]
206,training,0.008609633,0.06342058628797531,0.028629921889196164,23.6990080664,-3.66327564392,0.00785226964319,[100   0   0   0]
207,training,0.01933751,0.06353490427136421,0.026880255193774922,23.7160982013,-3.66322947047,0.00657249530277,[100   0   0   0]
208,training,0.018743066,0.08593225479125977,0.01859322262363496,23.7495922762,-3.6641180754,-0.00934398864377,[100   0   0   0]
209,training,0.008118617,0.1441844254732132,0.017191534844913838,23.7884586542,-3.66440741571,-0.0113961767154,[100   0   0   0]
210,training,0.037079085,0.20740309357643127,0.019595314775766183,23.8260424315,-3.66410212945,-0.0234128094399,[100   0   0   0]
211,training,0.011660666,0.08513836283236742,0.019761245921594787,23.8457008159,-3.66467998854,-0.0345977278262,[100   0   0   0]
212,training,0.012999743,0.06112466380000114,0.024690817973456465,23.9028703558,-3.66728469088,-0.0250727057804,[100   0   0   0]
213,training,0.014679659,0.08885139971971512,0.024214030057707687,23.9377773755,-3.6682558416,-0.0292571171952,[100   0   0   0]
214,training,0,0.044439421108108945,0.011996163630304636,23.97615031,-3.66926409192,-0.0184968054267,[100   0   0   0]
215,training,0.010062693,0.1457379162311554,0.017333429768840194,24.0359342022,-3.66981554019,-0.00685343824664,[100   0   0   0]
216,training,0.010556382,0.1346144750714302,0.01794310567104431,24.0750009426,-3.67037362975,-0.023518168815,[100   0   0   0]
217,training,0.010471879,0.10075559467077255,0.01606404541468748,24.1128791632,-3.6712321578,-0.0250819293065,[100   0   0   0]
218,training,0.006963133,0.07584503293037415,0.018821203812568757,24.1630812389,-3.67404084548,-0.0748528608808,[100   0   0   0]
219,training,0.006426047,0.0962316133081913,0.01418517124398303,24.2173889494,-3.67812266076,-0.066682940179,[100   0   0   0]
220,training,0.0073141363,0.12871734239161015,0.014059682605176779,24.2540982881,-3.68257046513,-0.055799220802,[100   0   0   0]
221,training,0.027804017,0.0722087025642395,0.020935407996124433,24.2939803836,-3.68421096735,-0.0225445812458,[100   0   0   0]
222,training,0.0767929,0.1517682895064354,0.020332001107047578,24.3127975321,-3.68446622572,-0.0193956585613,[100   0   0   0]
223,training,0.006432925,0.09450702369213104,0.022206141893022523,24.3712333507,-3.68565246889,-0.0319474587449,[100   0   0   0]
224,training,0.027057782,0.10685846442356706,0.019396605355938616,24.4087762215,-3.68572484652,-0.00726619723035,[100   0   0   0]
225,training,0,0.022511803079396486,0.012436232711022755,24.4245908163,-3.68520179158,0.0064571271167,[100   0   0   0]
226,training,0,5.1870010793209076e-05,0.00972760911593868,24.4635420814,-3.68466804583,0.0170233281952,[100   0   0   0]
227,training,0,0.04670024011284113,0.009214709713687813,24.4830032606,-3.68436471021,0.0126053620613,[100   0   0   0]
228,training,0.01144427,0.07523355446755886,0.011242837343840892,24.5023931084,-3.684156855,0.00968355126719,[100   0   0   0]
